HVP-6.0-SP2p41.1-2199-39494
Interactive Services
AdministrationReportsConfigurationuser: rmgamata@west.com Logout
Customer Usage
Call
Call ID:	e4007-20180312172019410-322
Application Name:	backend
Application Description:	backend
CLID:	8008388383
DNIS:	4070182
Call Date:	Monday, March 12th 2018
Call Utterance:	
Event Search
Event ID:	  
Parameter:	
 
Events
Time	ID	Param ID	Utterance
17:20:19	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=4759|outcome=success|failover=false|localport=45890|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
17:20:19	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:20:19	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/v.holly.17.20180312	-
17:20:19	log	content=FRAMEWORK LOGDATA: 1520889619,4007,322,20180312,172019,8114070182,8008388383,wic,update,20,Holly,4007,e4007-20180312172019410-322,led32046,8008388383	-
17:20:19	document transition	uri=http://vxmlapps/vxml/wic/update/index.php|cpu=0.010000|normalcpu=0.010000	-
17:20:19	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=650|outcome=success|failover=false|localport=45892|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=64|bytesread=924|byteswritten=492|cachedecision=n/a	-
17:20:19	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:20:19	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=4759|outcome=success|failover=false|localport=45894|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
17:20:19	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:20:19	prompt	type=SSML|content= You have reached the Native V X M L backend. |language=en-US|outcome=success	-
17:20:19	prompt	type=SSML|content= Please enter your access code. |language=en-US|outcome=success	-
17:20:19	recognition start	inputmodes=dtmf,voice|threshold=35|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
17:20:35	recognition end	result=success|inputmode=dtmf|utterance=1 1 9 3|confidence=100|grammar=Grammar_1|bargein=false|recordutterances=N	-
17:20:35	prompt	type=SSML|content= Please enter your password. |language=en-US|outcome=success	-
17:20:35	system response	latency=0.009	-
17:20:35	recognition start	inputmodes=dtmf,voice|threshold=35|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
17:20:46	recognition end	result=success|inputmode=dtmf|utterance=1 1 9 1|confidence=100|grammar=Grammar_1|bargein=false|recordutterances=N	-
17:20:46	prompt	type=SSML|content= Thank you. |language=en-US|outcome=success	-
17:20:46	document transition	uri=http://vxmlapps/vxml/wic/update/version1511202396/start.vxml.php|cpu=0.030000|normalcpu=0.030000	-
17:20:46	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/validate.vxml.php?login=1193&password=1191|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.066|documentsize=360|outcome=success|failover=false|localport=45932|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=92|bytesread=634|byteswritten=451|cachedecision=nc(vxml maxage)(pragma no-cache)	-
17:20:46	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/validate.vxml.php?login=1193&password=1191|fetchtype=vxml|mimetype=text/html	-
17:20:46	fetch	uri=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.006|documentsize=4759|outcome=success|failover=false|localport=45934|hostname=vxmlapps|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=63|bytesread=5034|byteswritten=396|cachedecision=nc(pragma no-cache)	-
17:20:46	document dump	URL=http://vxmlapps/vxml/wic/update/version1511202396/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:20:46	document transition	uri=http://vxmlapps/vxml/wic/update/version1511202396/validate.vxml.php?login=1193&password=1191|cpu=-0.000000|normalcpu=-0.000000	-
17:20:46	fetch	uri=http://linux2441/vxml/advcp/access_center/index.php?wic_testcall=t|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.008|documentsize=11257|outcome=success|failover=false|localport=57474|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=66|bytesread=11616|byteswritten=234|cachedecision=nc(vxml maxage)(pragma no-cache)	-
17:20:46	document dump	URL=http://linux2441/vxml/advcp/access_center/index.php?wic_testcall=t|fetchtype=vxml|mimetype=text/html	-
17:20:46	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.009|documentsize=20014|outcome=success|failover=false|localport=57476|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=20313|byteswritten=287|cachedecision=nc(pragma no-cache)	-
17:20:46	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:20:46	document transition	uri=http://linux2441/vxml/advcp/access_center/index.php?wic_testcall=t|cpu=0.010000|normalcpu=0.010000	-
17:20:46	fetch	uri=http://linux2441/vxml/advcp/access_center/index.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.008|documentsize=569|outcome=success|failover=false|localport=57478|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=51|bytesread=843|byteswritten=2064|cachedecision=n/a	-
17:20:46	document dump	URL=http://linux2441/vxml/advcp/access_center/index.php|fetchtype=vxml|mimetype=text/html	-
17:20:46	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.009|documentsize=20499|outcome=success|failover=false|localport=57480|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=20798|byteswritten=287|cachedecision=nc(pragma no-cache)	-
17:20:46	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:20:46	log	content=FRAMEWORK FILENAME: /wic/wic/wic/wicstd/framework/t.holly.17.20180312	-
17:20:46	log	content=FRAMEWORK LOGDATA: 1520889619,4007,322,20180312,172019,8114070182,8008388383,advcp,access_center,20,Holly,4007,e4007-20180312172019410-322,linux2441,8008388383	-
17:20:46	document transition	uri=http://linux2441/vxml/advcp/access_center/index.php|cpu=0.020000|normalcpu=0.020000	-
17:20:47	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/start.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.111|documentsize=195159|outcome=success|failover=false|localport=57482|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=60|bytesread=195634|byteswritten=426|cachedecision=n/a	-
17:20:47	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/start.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:20:47	fetch	uri=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html|incache=false|latency=0.010|documentsize=20500|outcome=success|failover=false|localport=57484|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=59|bytesread=20799|byteswritten=287|cachedecision=nc(pragma no-cache)	-
17:20:47	document dump	URL=http://linux2441/vxml/advcp/access_center/dev/root.vxml.php|fetchtype=vxml|mimetype=text/html	-
17:20:47	log	content=#####################WHOWHOWHO = DEV	-
17:20:47	log	content=Test Header Triggered	-
17:20:47	fetch	uri=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.002|documentsize=108953|outcome=success|failover=false|localport=57486|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=46|bytesread=109203|byteswritten=328|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:47	document dump	URL=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript	-
17:20:47	log	expr=WicStdPromptAndCollect version 1.12.0 (20170804)	-
17:20:47	fetch	uri=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.001|documentsize=1537|outcome=success|failover=false|localport=57488|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=45|bytesread=1783|byteswritten=327|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:47	document dump	URL=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript	-
17:20:47	fetch	uri=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.012|documentsize=87|outcome=success|failover=false|localport=57490|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=359|byteswritten=483|cachedecision=n/a	-
17:20:47	document dump	URL=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:20:47	prompt	type=SSML|content=You are currently on unit number |language=en-US|outcome=success	-
17:20:47	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/fnum04.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=11644|outcome=success|failover=false|localport=47610|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=11888|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:47	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/fnum04.wav|outcome=success	-
17:20:47	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/fnum00.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=12444|outcome=success|failover=false|localport=47612|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=12688|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:47	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/fnum00.wav|outcome=success	-
17:20:47	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/fnum00.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=12444|outcome=success|failover=false|localport=47614|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=12688|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:47	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/fnum00.wav|outcome=success	-
17:20:47	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/snum07.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=14844|outcome=success|failover=false|localport=47616|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=15088|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:47	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/snum07.wav|outcome=success	-
17:20:47	prompt	type=SSML|content=and line number |language=en-US|outcome=success	-
17:20:47	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/fnum03.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=12044|outcome=success|failover=false|localport=47618|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=12288|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:47	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/fnum03.wav|outcome=success	-
17:20:47	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/fnum02.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=9644|outcome=success|failover=false|localport=47620|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=9887|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:47	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/fnum02.wav|outcome=success	-
17:20:47	fetch	uri=http://promptstore/voice/wicstd/nikki/dynocat/snum02.wav|fetchtype=audio|mimetype=audio/x-wav|incache=false|latency=0.002|documentsize=10444|outcome=success|failover=false|localport=47622|hostname=promptstore|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=56|bytesread=10688|byteswritten=226|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:47	prompt	type=external|URI=http://promptstore/voice/wicstd/nikki/dynocat/snum02.wav|outcome=success	-
17:20:47	system response	latency=0.479	-
17:20:57	document dump	URL=/usr/local/holly/web/html/browserinfo.xml|fetchtype=data|mimetype=text/xml	-
17:20:57	fetch	uri=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.001|documentsize=1537|outcome=success|failover=false|localport=57526|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=45|bytesread=1783|byteswritten=327|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:57	document dump	URL=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript	-
17:20:57	fetch	uri=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.015|documentsize=87|outcome=success|failover=false|localport=57528|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=359|byteswritten=764|cachedecision=n/a	-
17:20:57	document dump	URL=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:20:57	fetch	uri=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.008|documentsize=1540|outcome=success|failover=false|localport=57530|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=1814|byteswritten=690|cachedecision=n/a	-
17:20:57	document dump	URL=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:20:57	log	expr=WicStdPromptAndCollect END	-
17:20:57	log	content=WHAT_WHAT:8008388383	-
17:20:57	fetch	uri=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.002|documentsize=108953|outcome=success|failover=false|localport=57532|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=46|bytesread=109203|byteswritten=328|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:57	document dump	URL=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript	-
17:20:57	log	expr=WicStdPromptAndCollect version 1.12.0 (20170804)	-
17:20:57	fetch	uri=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.001|documentsize=1537|outcome=success|failover=false|localport=57534|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=45|bytesread=1783|byteswritten=327|cachedecision=ca(vxml maxage)(Last Modified)	-
17:20:57	document dump	URL=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript	-
17:20:57	fetch	uri=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.013|documentsize=87|outcome=success|failover=false|localport=57536|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=359|byteswritten=483|cachedecision=n/a	-
17:20:57	document dump	URL=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:20:57	prompt	type=SSML|content=Please Enter the 10 digit Phone Number|language=en-US|outcome=success	-
17:20:57	recognition start	inputmodes=dtmf|threshold=20|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
17:21:05	recognition end	result=success|inputmode=dtmf|utterance=8 1 7 5 4 7 0 0 4 7|confidence=100|grammar=Grammar_0|bargein=false|recordutterances=N	-
17:21:05	NUANCE	WEST_CALL_DATA=1520889619,4007,322,20180312,172019,8114070182,8008388383	-
17:21:05	log	expr=WicStdFormValue = 8 1 7 5 4 7 0 0 4 7	-
17:21:05	log	expr=WicStdFormConfidence = 100	-
17:21:05	log	expr=WicStdFormUtterance = 8 1 7 5 4 7 0 0 4 7	-
17:21:05	log	expr=WicStdFormInputMode = dtmf	-
17:21:05	log	expr=WicStdCompleteNBestStr = 8 1 7 5 4 7 0 0 4 7^^^1^^^8 1 7 5 4 7 0 0 4 7^^^dtmf	-
17:21:05	fetch	uri=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.008|documentsize=1664|outcome=success|failover=false|localport=57560|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=1938|byteswritten=864|cachedecision=n/a	-
17:21:05	document dump	URL=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:21:05	fetch	uri=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.001|documentsize=1537|outcome=success|failover=false|localport=57562|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=45|bytesread=1783|byteswritten=327|cachedecision=ca(vxml maxage)(Last Modified)	-
17:21:05	document dump	URL=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript	-
17:21:05	fetch	uri=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.015|documentsize=87|outcome=success|failover=false|localport=57564|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=359|byteswritten=878|cachedecision=n/a	-
17:21:05	document dump	URL=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:21:05	fetch	uri=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.008|documentsize=1657|outcome=success|failover=false|localport=57566|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=1931|byteswritten=857|cachedecision=n/a	-
17:21:05	document dump	URL=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:21:05	log	expr=Summary : OK,8 1 7 5 4 7 0 0 4 7,0,0,dtmf,100,undefined	-
17:21:05	log	expr=WicStdPromptAndCollect END	-
17:21:05	log	expr=orig_ani : 8008388383	-
17:21:05	log	content=ANI = 8175470047	-
17:21:05	fetch	uri=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.002|documentsize=108953|outcome=success|failover=false|localport=57568|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=46|bytesread=109203|byteswritten=328|cachedecision=ca(vxml maxage)(Last Modified)	-
17:21:05	document dump	URL=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript	-
17:21:05	log	expr=WicStdPromptAndCollect version 1.12.0 (20170804)	-
17:21:05	fetch	uri=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.001|documentsize=1537|outcome=success|failover=false|localport=57570|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=45|bytesread=1783|byteswritten=327|cachedecision=ca(vxml maxage)(Last Modified)	-
17:21:05	document dump	URL=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript	-
17:21:05	fetch	uri=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.012|documentsize=87|outcome=success|failover=false|localport=57572|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=359|byteswritten=483|cachedecision=n/a	-
17:21:05	document dump	URL=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:21:05	prompt	type=SSML|content=Please Enter the 10 digit A P N|language=en-US|outcome=success	-
17:21:05	system response	latency=0.094	-
17:21:05	recognition start	inputmodes=dtmf|threshold=20|timeout=5.000|bargeintype=speech|completetimeout=1.500|incompletetimeout=1.500|interdigittimeout=5.000|termtimeout=0.000|termchar=#	-
17:21:10	recognition end	result=success|inputmode=dtmf|utterance=8 1 1 3 5 2 2 0 0 0|confidence=100|grammar=Grammar_0|bargein=false|recordutterances=N	-
17:21:10	log	expr=WicStdFormValue = 8 1 1 3 5 2 2 0 0 0	-
17:21:10	log	expr=WicStdFormConfidence = 100	-
17:21:10	log	expr=WicStdFormUtterance = 8 1 1 3 5 2 2 0 0 0	-
17:21:10	log	expr=WicStdFormInputMode = dtmf	-
17:21:10	log	expr=WicStdCompleteNBestStr = 8 1 1 3 5 2 2 0 0 0^^^1^^^8 1 1 3 5 2 2 0 0 0^^^dtmf	-
17:21:10	fetch	uri=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.008|documentsize=1664|outcome=success|failover=false|localport=57584|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=1938|byteswritten=864|cachedecision=n/a	-
17:21:10	document dump	URL=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:21:10	fetch	uri=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.001|documentsize=1537|outcome=success|failover=false|localport=57586|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=45|bytesread=1783|byteswritten=327|cachedecision=ca(vxml maxage)(Last Modified)	-
17:21:10	document dump	URL=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript	-
17:21:10	fetch	uri=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.014|documentsize=87|outcome=success|failover=false|localport=57588|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=359|byteswritten=878|cachedecision=n/a	-
17:21:10	document dump	URL=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:21:10	fetch	uri=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.007|documentsize=1657|outcome=success|failover=false|localport=57590|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=1931|byteswritten=857|cachedecision=n/a	-
17:21:10	document dump	URL=http://linux2441/webservices/wicstd/txllogging.xml.php|fetchtype=data|mimetype=text/xml	-
17:21:10	log	expr=Summary : OK,8 1 1 3 5 2 2 0 0 0,0,0,dtmf,100,undefined	-
17:21:10	log	expr=WicStdPromptAndCollect END	-
17:21:10	log	content=APN = 8113522000, DNIS = 3522000,	-
17:21:10	fetch	uri=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.003|documentsize=108953|outcome=success|failover=false|localport=57592|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=46|bytesread=109203|byteswritten=328|cachedecision=ca(vxml maxage)(Last Modified)	-
17:21:10	document dump	URL=http://linux2441/ecmascripts/wicstd/dynocat.js|fetchtype=script|mimetype=application/javascript	-
17:21:10	log	expr=WicStdPromptAndCollect version 1.12.0 (20170804)	-
17:21:10	fetch	uri=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript|incache=false|latency=0.001|documentsize=1537|outcome=success|failover=false|localport=57594|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=45|bytesread=1783|byteswritten=327|cachedecision=ca(vxml maxage)(Last Modified)	-
17:21:10	document dump	URL=http://linux2441/ecmascripts/wicstd/parser.js|fetchtype=script|mimetype=application/javascript	-
17:21:10	fetch	uri=http://linux2441/webservices/wicstd/drrlogging.xml.php|fetchtype=data|mimetype=text/xml|incache=false|latency=0.012|documentsize=87|outcome=success|failover=false|localport=57596|hostname=linux2441|exlocalport=0|httpstatus=200|httpstatusdesc=OK|urilength=54|bytesread=359|byteswritten=483|cachedecision=n/a	-
